nodeId,timestamp,cpu_wio,mem_free,Missed Buffers_P1,cpu_user,bytes_out,proc_run,bytes_in,pkts_out
node-073,2024-01-01 20:04:00,0.1056,8840605.8906,0.0,0.5913,144910.7432,6.0385,6161499.5983,939.8606
node-074,2024-01-01 20:04:00,0.0934,9226000.0117,0.1052,0.5924,111641.5549,6.978,6217719.5816,930.497
node-075,2024-01-01 20:04:00,0.1886,10503300.7515,0.0,0.7339,119349.9884,4.9738,6237871.7408,935.2486
node-076,2024-01-01 20:04:00,0.0,9859078.6001,0.0,0.1845,129397.6438,2.0349,6076187.7343,904.7853
node-077,2024-01-01 20:04:00,0.1018,8775265.1039,0.7297,0.8176,105553.4582,9.1294,6235771.5984,947.9556
node-078,2024-01-01 20:04:00,0.0899,9193940.163,0.0,0.8973,137846.9027,6.0134,6187280.2536,957.1078
node-079,2024-01-01 20:04:00,0.0892,9153860.1867,0.0337,3.9669,118261.5688,8.9503,6176951.6358,947.4067
node-080,2024-01-01 20:04:00,0.0833,9263361.6793,0.2856,1.0848,113713.3815,8.6107,6195578.613,947.8506
node-081,2024-01-01 20:04:00,0.0897,8697184.3154,0.8941,0.6858,172021.6177,7.9225,6180117.4668,965.9077
node-082,2024-01-01 20:04:00,0.0,8284071.07,0.0,0.172,118807.3023,4.934,6061420.8059,884.7716
node-083,2024-01-01 20:04:00,0.1179,9246086.2509,0.0,1.0,99597.7125,7.973,6152379.0377,942.9901
node-084,2024-01-01 20:04:00,0.0,9531709.9266,0.0,0.9198,118117.2048,6.1605,6284106.5767,948.4417
node-085,2024-01-01 20:04:00,0.0845,9427188.2299,0.4125,0.8752,124261.2254,9.08,6144642.7663,947.643
node-086,2024-01-01 20:04:00,0.1032,8742306.6673,0.0,0.794,125320.3329,9.1178,6190213.3495,936.1917
node-087,2024-01-01 20:04:00,0.097,9357663.1135,0.1792,0.9741,106857.7816,8.9891,6339615.577,937.2338
node-088,2024-01-01 20:04:00,0.1136,9673656.6632,0.0,0.7108,135132.6675,7.0303,6247337.8944,921.7573
node-089,2024-01-01 20:04:00,0.1085,8869405.2315,0.0,1.5966,135985.4703,10.3891,6233321.8225,940.5326
node-090,2024-01-01 20:04:00,0.1006,10722556.6676,0.0395,0.7151,144410.4743,7.0611,6246655.6754,913.6665
node-091,2024-01-01 20:04:00,0.0941,9520007.1336,0.3104,1.5153,110063.6547,10.0293,6162303.9759,957.4282
node-092,2024-01-01 20:04:00,0.0932,10660180.0976,0.1647,0.8449,93032.2389,9.7624,6232429.4021,911.0608
node-093,2024-01-01 20:04:00,0.0962,10063962.2111,1.2803,0.6323,128288.2214,4.1786,6238134.8655,911.468
node-094,2024-01-01 20:04:00,0.0945,9576203.9563,1.8114,1.2859,93870.2666,8.9993,6269621.756,979.6663
node-095,2024-01-01 20:04:00,0.1081,8995486.4855,0.2268,0.7035,129932.6236,6.9965,6199318.7077,946.9272
node-096,2024-01-01 20:04:00,0.1111,10629000.4257,0.0153,1.0075,136370.0152,5.9655,6190228.8786,953.9407
node-097,2024-01-01 20:04:00,0.111,9298352.8197,0.0,3.2959,115795.548,8.0689,6252603.3275,980.7176
node-098,2024-01-01 20:04:00,0.1,9543603.3094,0.0256,1.0531,139159.8837,8.8323,6254717.4412,944.3943
node-099,2024-01-01 20:04:00,0.1058,8718898.1356,0.7121,1.033,130821.6932,13.4437,6178405.6652,951.5428
node-100,2024-01-01 20:04:00,0.1055,9082620.5638,0.037,0.6357,131581.1474,8.709,6181353.4983,916.0353
node-101,2024-01-01 20:04:00,0.0,8310851.7191,0.0,0.2064,121716.4085,5.8976,6090942.3927,914.7555
node-102,2024-01-01 20:04:00,0.0106,9376730.7666,0.0,0.8487,109983.1797,7.9341,6187155.8102,953.6592
node-103,2024-01-01 20:04:00,0.0,9096449.6146,0.0,0.6963,122777.5601,7.9644,6175699.7869,940.2928
node-104,2024-01-01 20:04:00,0.0988,9047275.5985,0.0,0.9261,76824.227,9.0145,6182900.1898,952.7587
node-105,2024-01-01 20:04:00,0.0822,9790673.5447,0.2665,1.095,143853.2924,7.9059,6172818.3563,950.6379
node-106,2024-01-01 20:04:00,0.0942,8565659.8403,0.2393,0.2987,140824.3235,2.9591,6205653.7277,888.9193
node-107,2024-01-01 20:04:00,0.0886,8351535.9097,0.0,0.8936,123366.4421,6.0239,6229496.5334,942.5225
node-108,2024-01-01 20:04:00,0.0061,10178216.1285,0.0,0.8061,129654.1204,8.1083,6169454.5031,933.8606
node-109,2024-01-01 20:04:00,0.097,9424506.283,0.6768,0.7689,128876.2269,6.8846,6240777.2722,913.3292
node-110,2024-01-01 20:04:00,0.1064,9626810.0643,0.28,0.9077,95277.1036,6.1102,6360432.6154,969.5054
node-111,2024-01-01 20:04:00,0.0924,9986149.1106,1.4035,1.0125,132535.6072,7.0996,6238034.3473,947.7816
node-112,2024-01-01 20:04:00,0.1029,8681456.5277,0.2499,0.7061,118102.1366,6.9314,6193479.5223,925.8205
node-113,2024-01-01 20:04:00,0.1308,8738883.5056,0.0,1.0226,119716.4454,7.9307,6135995.8329,945.6483
node-114,2024-01-01 20:04:00,0.0872,9358895.6436,0.4985,0.7939,161000.5286,9.923,6153867.3721,924.2997
node-115,2024-01-01 20:04:00,0.0966,9871028.7489,0.0529,1.1081,138534.9058,6.0231,6138617.2261,953.6043
node-116,2024-01-01 20:04:00,0.1247,9381944.0141,0.4567,1.1783,124351.8344,11.6164,6111550.2492,941.9834
node-117,2024-01-01 20:04:00,0.1067,9489211.7156,0.4121,1.1874,115412.7917,16.9275,6287049.5944,933.708
node-118,2024-01-01 20:04:00,0.1175,9540782.9944,0.8692,0.8832,134419.929,5.5676,6234091.802,929.7326
node-119,2024-01-01 20:04:00,0.2013,10860503.6068,0.0,0.7472,108560.6213,6.9757,6173639.9968,916.252
node-000,2024-01-01 20:05:00,0.1168,9223708.6668,0.2106,0.9579,117347.7423,9.0772,6239492.8229,922.3776
node-001,2024-01-01 20:05:00,0.1109,8896555.8209,0.0,1.3212,114550.8793,5.9763,6285229.6046,906.4195
node-002,2024-01-01 20:05:00,0.1526,8935320.5559,1.0238,0.9881,115940.1733,8.874,6204162.3793,972.7977
node-003,2024-01-01 20:05:00,0.0975,10119813.9515,0.0,0.7217,120824.2947,8.0526,6100661.8251,930.3708
node-004,2024-01-01 20:05:00,0.0887,9573502.8143,0.0,1.0743,104632.5707,8.9507,6250996.7477,947.1522
node-005,2024-01-01 20:05:00,0.1125,8639077.5743,0.0,0.8971,133922.3502,7.089,6320241.8178,959.1201
node-006,2024-01-01 20:05:00,0.0022,9720096.4189,0.8784,0.2008,119958.8262,3.5652,6204884.2844,889.7054
node-007,2024-01-01 20:05:00,0.1517,9023178.106,0.0,0.8397,154929.5313,6.0985,6200525.5811,951.6869
node-008,2024-01-01 20:05:00,0.088,9530265.2382,0.0,0.9181,128023.6596,6.0942,6204540.4523,942.0149
node-009,2024-01-01 20:05:00,0.1003,9752102.1049,0.0,0.7784,95202.1706,8.991,6355985.7089,966.1341
node-010,2024-01-01 20:05:00,0.1948,9644004.2089,0.923,1.5179,125997.8864,9.0128,6210724.6428,954.444
node-011,2024-01-01 20:05:00,0.1003,8494076.9039,0.0,0.6802,111911.0006,3.918,6415011.6366,967.8451
node-012,2024-01-01 20:05:00,0.2921,8989587.483,0.264,0.8905,129602.2989,8.013,6261224.3709,945.859
node-013,2024-01-01 20:05:00,0.1018,9374572.5428,0.0,0.8044,151562.8027,0.0,19768.9693,951.6977
node-014,2024-01-01 20:05:00,0.1178,11013931.0476,0.0,0.9152,97954.007,6.9616,6181044.5948,937.3382
node-015,2024-01-01 20:05:00,0.0175,8539075.5145,0.5341,0.2119,123206.8599,2.0107,6105144.3031,899.8222
node-016,2024-01-01 20:05:00,0.1017,8806341.476,1.4558,0.9053,226401.2053,7.9218,6215498.3554,957.302
node-017,2024-01-01 20:05:00,0.0899,10775115.9785,0.8827,0.9286,190232.5353,4.8623,6169119.0503,946.2394
node-018,2024-01-01 20:05:00,0.1265,9399685.2498,0.0128,1.0149,115216.7974,6.9522,6206258.5519,936.4834
node-019,2024-01-01 20:05:00,0.1008,9409351.0932,0.5579,1.1981,137273.9782,6.867,6387523.2554,968.418
node-020,2024-01-01 20:05:00,0.0942,9205450.8378,0.0,1.0674,134911.2258,11.0231,6159061.3866,952.5835
node-021,2024-01-01 20:05:00,0.0606,9702594.1148,0.0,1.2612,111066.4246,7.1254,6198280.1257,950.8178
node-022,2024-01-01 20:05:00,0.1014,9001818.9813,0.0,0.7012,131902.4139,7.1408,6183281.1418,952.506
node-023,2024-01-01 20:05:00,0.1301,8981475.6751,0.0,0.7007,121837.9836,7.0411,6220612.6736,902.7018
node-024,2024-01-01 20:05:00,0.1165,8737850.5926,0.0,0.7127,141276.828,7.8448,6190990.3583,912.6953
node-025,2024-01-01 20:05:00,0.0936,10592843.5887,0.0,0.7735,144005.5366,4.9511,6171634.3313,930.6233
node-026,2024-01-01 20:05:00,0.0,10437289.4724,0.2812,0.1862,128043.8537,4.0313,6171478.9529,918.7587
node-027,2024-01-01 20:05:00,0.0,8980656.3511,0.8313,1.2302,99109.0053,9.9718,6234734.7884,938.2033
node-028,2024-01-01 20:05:00,0.0882,10227011.5907,0.8234,1.5947,127145.8369,7.1275,6161109.9783,930.5393
node-029,2024-01-01 20:05:00,0.1018,9265239.619,0.3334,0.8076,118172.0328,7.8825,6219205.5567,933.5722
node-030,2024-01-01 20:05:00,0.0825,8996875.9507,0.0914,0.8437,108651.4555,8.0167,6222168.9776,930.0946
node-031,2024-01-01 20:05:00,0.0013,29159729.1131,0.5762,0.0967,750.284,0.0556,89694.4564,22.4105
node-032,2024-01-01 20:05:00,0.0868,8934425.7966,0.0,0.7069,115316.8302,7.8547,6210645.6522,948.7188
node-033,2024-01-01 20:05:00,0.1167,9272586.7788,0.0,0.8096,113689.0452,8.0163,6202979.6365,960.7222
node-034,2024-01-01 20:05:00,0.0,8428254.2421,0.5816,0.1582,127430.7479,4.3236,6232226.5163,882.1487
node-035,2024-01-01 20:05:00,0.1169,10472587.6037,0.0,0.6863,109464.3248,6.0548,6120267.9947,937.161
node-036,2024-01-01 20:05:00,0.305,9310281.0736,0.0,1.0187,131955.5726,9.0828,6254805.5814,954.296
node-037,2024-01-01 20:05:00,0.0925,9535664.4214,0.0,1.0001,127007.4165,9.023,6184568.5772,962.9306
node-038,2024-01-01 20:05:00,0.1074,8588298.4951,0.0,1.0852,113918.3555,6.0428,6196319.3775,937.1367
node-039,2024-01-01 20:05:00,0.0,10040969.7003,0.3872,0.6891,114891.2645,5.0381,6174405.0792,959.6592
node-040,2024-01-01 20:05:00,0.0034,10170053.5064,0.4246,0.1849,165858.2474,4.0646,6234686.0601,894.5222
node-041,2024-01-01 20:05:00,0.1052,9331255.9671,0.0258,0.8059,134167.0413,7.991,6208628.453,969.4595
node-042,2024-01-01 20:05:00,0.099,9122074.0789,0.0,1.0035,111073.5126,7.01,6180528.4712,927.2192
node-043,2024-01-01 20:05:00,0.022,10349260.38,0.0,0.5722,112157.5549,7.0438,6235863.7524,958.4804
node-044,2024-01-01 20:05:00,0.1089,8958457.2315,0.0,0.9537,123577.2468,11.0144,6173881.7307,944.1294
node-045,2024-01-01 20:05:00,0.2165,9726839.075,0.0,1.2114,101303.5919,12.9902,6215211.9868,976.0057
node-046,2024-01-01 20:05:00,0.0879,8817653.3338,0.0,1.1023,87723.2977,9.7599,6234779.4625,964.4987
node-047,2024-01-01 20:05:00,0.0735,8535827.2594,0.4892,0.5819,115435.9798,6.6423,6233176.1634,942.7972
node-048,2024-01-01 20:05:00,0.1053,9586999.6755,0.0,0.6436,128737.2218,6.904,6126622.7408,918.0964
node-049,2024-01-01 20:05:00,0.0,7840409.3567,0.0,0.198,105536.5407,3.9693,6203468.6104,904.2902
node-050,2024-01-01 20:05:00,0.0238,7899851.3419,0.0,0.192,121266.6695,2.9901,6192787.9866,899.7765
node-051,2024-01-01 20:05:00,0.096,8854568.7411,0.0,2.2057,172323.6988,11.9657,6189507.8045,969.1781
node-052,2024-01-01 20:05:00,0.1026,9098963.6817,0.0,0.5947,126186.1044,7.0476,6410179.6873,961.0886
node-053,2024-01-01 20:05:00,0.1882,9837267.5314,0.0,1.2027,125632.8218,7.9107,6277734.8805,946.4948
node-054,2024-01-01 20:05:00,0.0808,8999846.8805,0.0433,0.9195,203258.3314,6.0131,6205134.6561,949.2546
node-055,2024-01-01 20:05:00,0.0255,8930481.1384,0.0,0.8792,97627.8656,8.9552,6181596.4249,962.9904
node-056,2024-01-01 20:05:00,0.1008,9976481.4514,0.0917,0.682,108429.1712,6.9247,6245020.9781,930.7275
node-057,2024-01-01 20:05:00,0.0895,7170115.3355,0.0,0.9857,128735.1075,4.8343,6204144.9466,939.0417
node-058,2024-01-01 20:05:00,0.1196,9855412.4156,1.1284,1.0806,151783.8111,5.9191,6369184.3614,966.2473
node-059,2024-01-01 20:05:00,0.1046,9693713.8794,0.145,0.8562,79302.2651,6.8817,6164881.738,926.5587
node-060,2024-01-01 20:05:00,0.0939,8832391.2053,0.5891,0.5112,132426.1499,8.0556,6215421.3191,931.049
node-061,2024-01-01 20:05:00,0.1025,9279752.0919,0.0,1.0199,112611.9765,6.985,6261832.7112,945.7125
node-062,2024-01-01 20:05:00,0.0764,9114497.671,0.0,0.685,124076.9499,5.1609,6230917.144,957.1709
node-063,2024-01-01 20:05:00,0.1562,8957810.2002,0.1124,3.7928,136671.9916,6.9852,6172323.3988,931.6089
node-064,2024-01-01 20:05:00,0.1109,9391437.9629,0.0,0.9741,119620.5057,11.9181,6265178.5922,958.655
node-065,2024-01-01 20:05:00,0.0837,9353328.8062,0.2853,1.1022,125999.7903,6.9724,6256988.8633,948.8764
node-066,2024-01-01 20:05:00,0.0832,9331779.2278,0.8993,1.8876,156188.441,8.0,6186829.4616,956.2166
node-067,2024-01-01 20:05:00,0.1042,9000914.7155,0.0,0.8038,120276.9464,12.0599,6161196.3099,943.4579
node-068,2024-01-01 20:05:00,0.1077,9339024.1434,0.0,0.9789,132747.3443,7.9835,6203709.2105,949.7682
node-069,2024-01-01 20:05:00,0.0417,9119030.5973,14.8612,2.1582,148607.7493,7.9805,6207320.2106,950.8735
node-070,2024-01-01 20:05:00,0.0048,8850409.8677,0.5797,1.1938,95654.5272,10.0974,6167255.9863,936.4872
node-071,2024-01-01 20:05:00,0.1042,8826895.3129,0.0,0.8566,110837.4186,7.4795,6236328.6725,954.169
node-072,2024-01-01 20:05:00,0.0,106182564.1781,1.0936,0.1888,126300.5697,4.0407,6290004.8241,908.1999
node-073,2024-01-01 20:05:00,0.1,9066196.7481,0.0,0.7633,127328.8698,10.039,6141356.2586,937.1816
node-074,2024-01-01 20:05:00,0.0814,8685847.669,0.0,1.3554,83326.3806,7.1019,6174727.639,979.1588
node-075,2024-01-01 20:05:00,0.113,10274744.6501,0.0,0.8017,115723.3983,6.9932,6283280.5253,945.1941
node-076,2024-01-01 20:05:00,0.0,9469632.9387,0.161,0.1902,119633.3386,4.0379,6224576.2797,899.3373
node-077,2024-01-01 20:05:00,0.1046,9055377.9551,0.0,0.8145,118010.6531,14.0083,6284857.4141,959.3591
node-078,2024-01-01 20:05:00,0.1184,9212360.103,0.0,0.9247,93861.2568,7.0568,6229066.5165,957.2339
node-079,2024-01-01 20:05:00,0.1105,9496975.6907,0.268,1.4159,179129.377,8.9733,6221020.3932,960.7212
node-080,2024-01-01 20:05:00,0.1125,8920941.1888,0.5462,1.0948,127176.221,6.9295,6138705.9056,949.0656
node-081,2024-01-01 20:05:00,0.081,8739944.4587,0.0,0.7969,164438.5465,6.0645,6160443.9156,944.0331
node-082,2024-01-01 20:05:00,0.0,8683470.1491,0.0,0.1985,121842.1617,3.8791,6149506.9063,922.6846
node-083,2024-01-01 20:05:00,0.1635,9512814.9311,0.0,1.0068,110640.7241,10.8867,6199625.6669,951.2091
node-084,2024-01-01 20:05:00,0.071,9635521.4473,0.0,0.8318,111464.3165,9.0663,6157631.3242,956.3736
node-085,2024-01-01 20:05:00,0.118,9506004.3917,0.214,0.8118,125712.5275,9.8416,6342743.8978,946.634
node-086,2024-01-01 20:05:00,0.0143,8977618.7311,0.5299,1.0561,127020.7238,8.8326,6199002.1924,946.0324
node-087,2024-01-01 20:05:00,0.1002,9863305.8426,1.3095,0.9452,114139.8938,9.0186,6218634.8017,957.8584
node-088,2024-01-01 20:05:00,0.0963,9209475.4969,1.2963,0.9032,135022.6529,6.448,6296377.235,935.9543
node-089,2024-01-01 20:05:00,0.1233,9216417.8973,0.0,1.3412,117980.7429,13.0901,6209504.2075,941.5333
node-090,2024-01-01 20:05:00,0.2114,11071586.5414,1.503,0.7989,111408.7152,7.0179,6176696.5442,924.961
node-091,2024-01-01 20:05:00,0.0974,9979790.5711,0.0,1.0199,108997.268,8.3265,6227738.05,945.5304
node-092,2024-01-01 20:05:00,0.1025,10592082.6522,0.0,0.6173,127178.3572,7.9197,6207319.41,914.7231
node-093,2024-01-01 20:05:00,0.0968,10048516.29,0.3004,0.8151,118613.5056,5.0374,6250942.3622,918.7358
node-094,2024-01-01 20:05:00,0.1065,9304307.9094,0.4787,1.3208,112759.372,7.9928,6225118.6448,961.1335
node-095,2024-01-01 20:05:00,0.1073,9157861.3192,0.4345,0.7281,90836.9402,6.9407,6293629.4952,951.0328
node-096,2024-01-01 20:05:00,0.1021,10279499.5485,0.0,0.8361,117068.2042,8.124,6139099.8226,945.2062
node-097,2024-01-01 20:05:00,0.2908,8897339.0808,0.5423,0.881,109539.5424,10.0209,6217011.8754,960.3431
node-098,2024-01-01 20:05:00,0.095,9472172.2735,0.8314,0.711,127222.6092,8.0739,6301067.9325,960.304
node-099,2024-01-01 20:05:00,0.1052,9240870.5139,0.2657,1.1069,127087.4687,9.0357,6200809.8447,956.1394
node-100,2024-01-01 20:05:00,0.0918,9293377.3217,0.0,0.8864,143486.6043,6.8541,6335277.789,938.0456
node-101,2024-01-01 20:05:00,0.0019,8427895.1226,0.0,0.2126,96249.8072,2.9876,6245006.1799,924.4054
node-102,2024-01-01 20:05:00,0.0977,9497769.8671,0.0,0.7835,127063.7284,7.9108,6178053.7422,983.5626
node-103,2024-01-01 20:05:00,0.0805,8650265.9169,0.0,0.7751,122371.1204,8.0158,6205027.3435,945.6141
node-104,2024-01-01 20:05:00,0.1254,8870875.1833,0.5075,1.2104,130238.7265,7.0675,6362326.5032,976.3404
node-105,2024-01-01 20:05:00,0.097,9552649.2743,0.0,0.9752,166396.1073,7.0418,6218980.051,952.3048
node-106,2024-01-01 20:05:00,0.0,8143232.5226,0.4703,0.2857,111484.1753,3.0486,6216423.4291,900.4752
node-107,2024-01-01 20:05:00,0.1035,8375939.9744,0.8047,0.906,147526.5381,7.0255,6237911.6072,943.327
node-108,2024-01-01 20:05:00,0.0413,10698188.108,0.0,0.6896,95908.6149,5.0041,6185668.7949,931.8447
